Date,Payee,Category,Amount
2024-01-30,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-01-30,Amazon Kids+*r02mw8r3,Shopping,-5.49
2024-01-30,Google Domain,Software ,-13.21
2024-01-31,Belle Pastry,Dining & Drinks:Restaurants,-3.15
2024-01-31,Wind River,Personal Income:Paycheck,3409.67
2024-01-31,Whole Foods,Groceries,-18.22
2024-01-31,Mayuri,Dining & Drinks:Restaurants,-1.1
2024-02-01,Alimony,Home,-1510.0
2024-02-01,Mortgage,Home:Mortgage,-5990.47
2024-02-01,Sp Jimmy Joy Usa Amsterdam 02/01,Dining & Drinks:Restaurants,-81.4
2024-02-01,Chevron,Auto & Transport:Gas & Fuel,-52.56
2024-02-01,Desi Tadka Indian Gri Xxx-xxxx5592 Il 02/01,Dining & Drinks:Restaurants,-29.69
2024-02-01,Amazon,Shopping:Electronics,-21.68
2024-02-01,Bartell Drugs,Health:Pharmacy,-13.74
2024-02-01,Elephant Car Wash,Auto & Transport:Service & Parts,-35.0
2024-02-02,Chipotle,Dining & Drinks:Restaurants,-12.39
2024-02-02,Replit Inc,Personal Income,120.0
2024-02-02,QFC Foods,Groceries,-30.06
2024-02-02,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-02-03,AIG Life,Financial:Life Insurance,-102.03
2024-02-03,Amli Spring District,Home:Rent,-3033.63
2024-02-05,Elizabeth Cleaning,Cleaning,-90.0
2024-02-05,Uber,Auto & Transport,-14.02
2024-02-05,Starbucks,Dining & Drinks:Restaurants,-4.68
2024-02-05,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-02-05,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-02-05,Jersey Mikes,Dining & Drinks:Restaurants,-15.41
2024-02-05,Uber,Auto & Transport,-15.38
2024-02-05,Shake Shack,Dining & Drinks:Restaurants,-42.57
2024-02-05,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-02-06,Chatgpt,Work Expenses,-22.02
2024-02-06,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-02-06,Whole Foods,Groceries,-22.31
2024-02-07,Honest,Dining & Drinks:Restaurants,-6.58
2024-02-07,Chipotle,Dining & Drinks:Restaurants,-10.9
2024-02-07,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-02-08,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-02-08,Chipotle,Dining & Drinks:Restaurants,-10.9
2024-02-08,Honest,Dining & Drinks:Restaurants,-35.2
2024-02-08,Safeway,Groceries,-13.87
2024-02-09,Teradata,Personal Income:Paycheck,5138.08
2024-02-09,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-02-12,Shake Shack,Dining & Drinks:Restaurants,-36.07
2024-02-12,Mayuri,Dining & Drinks:Restaurants,-10.47
2024-02-12,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-02-12,Safeway,Groceries,-11.07
2024-02-12,Starbucks,Dining & Drinks:Restaurants,-4.68
2024-02-12,Tavern Hall,Dining & Drinks,-121.06
2024-02-12,Chipotle,Dining & Drinks:Restaurants,-20.59
2024-02-12,Panda Express,Dining & Drinks:Restaurants,-29.75
2024-02-12,YouTube,Software ,-15.4
2024-02-12,Geico,Auto & Transport:Car Insurance,-92.92
2024-02-12,Blazing Bagels,Dining & Drinks:Restaurants,-13.1
2024-02-13,Chipotle,Dining & Drinks:Restaurants,-11.07
2024-02-13,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-02-14,Starbucks,Dining & Drinks:Restaurants,-4.68
2024-02-14,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-02-14,Chipotle,Dining & Drinks:Restaurants,-12.22
2024-02-15,Total Wine And Bellevue Wa 02/15,Dining & Drinks:Bars,-60.31
2024-02-15,Starbucks,Dining & Drinks:Restaurants,-4.68
2024-02-15,Wind River,Personal Income:Paycheck,3409.67
2024-02-15,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-02-15,PSE,Utilities:Gas & Electric,-23.41
2024-02-15,Bellevue Brewery,Dining & Drinks:Restaurants,-110.59
2024-02-16,Netflix,Entertainment,-17.05
2024-02-16,QFC Foods,Groceries,-10.59
2024-02-20,Starbucks,Dining & Drinks:Restaurants,-4.68
2024-02-20,Blazing Bagels,Dining & Drinks:Restaurants,-13.1
2024-02-20,Rositas Mexican,Dining & Drinks:Restaurants,-46.38
2024-02-20,Audible,Shopping:Books,-16.46
2024-02-20,Five Guys,Dining & Drinks:Restaurants,-38.05
2024-02-20,Tile Inc,Home,-33.02
2024-02-20,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-02-20,Chipotle,Dining & Drinks:Restaurants,-31.98
2024-02-20,IRS,Taxes:Federal Tax,-19509.0
2024-02-20,Comcast,Utilities,-70.0
2024-02-20,T Mobile,Utilities:Phone,-120.0
2024-02-20,Elizabeth Cleaning,Cleaning,-90.0
2024-02-20,Panda Express,Dining & Drinks:Restaurants,-43.2
2024-02-21,PCC Market,Groceries,-8.22
2024-02-21,Amazon,Shopping:Electronics,-16.5
2024-02-21,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-02-21,Chipotle,Dining & Drinks:Restaurants,-11.07
2024-02-22,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-02-22,Starbucks,Dining & Drinks:Restaurants,-4.68
2024-02-22,Whole Foods,Groceries,-20.19
2024-02-23,Teradata,Personal Income:Paycheck,5138.07
2024-02-23,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-02-23,Nordstrom,Shopping,-4.84
2024-02-26,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-02-26,Starbucks,Dining & Drinks:Restaurants,-4.68
2024-02-26,Lil Jons Restaurant Bellevue Wa 02/24,Dining & Drinks:Restaurants,-23.9
2024-02-26,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-02-26,Total Wine And Bellevue Wa 02/25,Dining & Drinks:Bars,-34.23
2024-02-26,Honest,Dining & Drinks:Restaurants,-14.3
2024-02-26,Honest,Dining & Drinks:Restaurants,-14.3
2024-02-26,Premier Periodontics B,Health:Dentist,-231.0
2024-02-27,Starbucks,Dining & Drinks:Restaurants,-4.68
2024-02-27,QFC Foods,Groceries,-30.71
2024-02-27,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-02-27,Chevron,Auto & Transport:Gas & Fuel,-46.97
2024-02-27,Amazon,Shopping:Electronics,-28.68
2024-02-27,Chipotle,Dining & Drinks:Restaurants,-11.07
2024-02-28,Uber,Auto & Transport,-16.03
2024-02-28,Chipotle,Dining & Drinks:Restaurants,-41.18
2024-02-28,Starbucks,Dining & Drinks:Restaurants,-4.68
2024-02-28,Zia Lunch,Dining & Drinks,-252.4
2024-02-28,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-02-29,Google Domain,Software ,-6.61
2024-02-29,WindRiver,Personal Income:Paycheck,3409.68
2024-02-29,QFC Foods,Groceries,-13.59
2024-02-29,Uber,Auto & Transport,-15.99
2024-02-29,Shake Shack,Dining & Drinks:Restaurants,-47.19
2024-02-29,Mod Pizza,Dining & Drinks:Restaurants,-16.16
2024-03-01,Starbucks,Dining & Drinks:Restaurants,-4.68
2024-03-01,Amazon,Shopping:Electronics,-5.49
2024-03-01,Chipotle,Dining & Drinks:Restaurants,-44.59
2024-03-01,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-03-01,Uber,Auto & Transport,-14.99
2024-03-01,Mortgage,Home:Mortgage,-5990.47
2024-03-01,Alimony,Home,-1258.0
2024-03-01,Hmart,Groceries,-17.61
2024-03-02,Amli Spring District,Home:Rent,-3042.4
2024-03-04,Bartell Drugs,Health:Pharmacy,-13.74
2024-03-04,Huel,Dining & Drinks:Restaurants,-81.91
2024-03-04,Total Wine And Bellevue Wa 03/04,Dining & Drinks:Bars,-47.48
2024-03-04,Chevron,Auto & Transport:Gas & Fuel,-6.28
2024-03-04,Barber Shop,Personal Care:Hair,-49.0
2024-03-04,Lil Jons Restaurant Bellevue Wa 03/02,Dining & Drinks:Restaurants,-67.31
2024-03-04,Panda Express,Dining & Drinks:Restaurants,-29.75
2024-03-04,Chipotle,Dining & Drinks:Restaurants,-44.59
2024-03-04,Hmart - Bellevue Bellevue Wa 03/01,Groceries,-25.4
2024-03-05,AIG Life,Financial:Life Insurance,-102.03
2024-03-05,Ray-ban,Shopping:Clothing,-102.39
2024-03-05,Chipotle,Dining & Drinks:Restaurants,-12.99
2024-03-05,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-03-06,Chatgpt,Work Expenses,-22.02
2024-03-06,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-03-06,Whole Foods,Groceries,-15.18
2024-03-06,Amazon,Shopping:Electronics,-60.56
2024-03-07,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-03-08,Chipotle,Dining & Drinks:Restaurants,-12.99
2024-03-08,Assurant Ins.prem Ppd Id:,Financial,-104.0
2024-03-08,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-03-08,Teradata,Personal Income:Paycheck,17213.79
2024-03-08,QFC Foods,Groceries,-4.21
2024-03-11,Amazon,Shopping:Electronics,-59.43
2024-03-11,Lucid Software Inc.,Home,-105.03
2024-03-11,Tesmart Uk 03/08,Shopping:Electronics,-251.99
2024-03-11,Amazon,Shopping:Electronics,-220.19
2024-03-11,Nsd Debate Camp Www.nsdebatec Ne 03/10,Education:Tuition,-3599.69
2024-03-11,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-03-11,Panda Express,Dining & Drinks:Restaurants,-56.64
2024-03-11,Amazon,Shopping:Electronics,-55.04
2024-03-11,Amazon,Shopping:Electronics,-7.48
2024-03-11,Five Guys,Dining & Drinks:Restaurants,-39.95
2024-03-11,Blazing Bagels,Dining & Drinks:Restaurants,-14.29
2024-03-11,Chipotle,Dining & Drinks:Restaurants,-30.88
2024-03-11,Music & Arts 4761 Bellevue Wa 03/09,Entertainment,-59.39
2024-03-11,Shell,Auto & Transport:Gas & Fuel,-6.99
2024-03-12,YouTube,Software ,-15.4
2024-03-12,Curry Point Bellevue Wa 03/11,Dining & Drinks:Restaurants,-22.57
2024-03-12,Gieco,Auto & Transport:Car Insurance,-92.96
2024-03-12,Elizabeth Cleaning,Cleaning,-90.0
2024-03-13,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-03-13,Safeway,Groceries,-5.49
2024-03-13,Amazon,Shopping:Electronics,-19.81
2024-03-14,Honest Bellevue Wa 03/13,Dining & Drinks:Restaurants,-14.3
2024-03-14,Soylent,Groceries,-175.0
2024-03-14,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-03-15,PSE,Utilities:Gas & Electric,-21.43
2024-03-15,WindRiver,Personal Income:Paycheck,3409.67
2024-03-15,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-03-15,Amazon,Shopping:Electronics,-7.7
2024-03-15,Chipotle,Dining & Drinks:Restaurants,-10.29
2024-03-15,Amazon,Shopping:Electronics,-8.36
2024-03-15,Amazon,Shopping:Electronics,-9.68
2024-03-16,Netflix,Entertainment,-17.05
2024-03-16,Comcast,Utilities,-70.0
2024-03-18,Audible,Shopping:Books,-16.46
2024-03-18,Chevron,Auto & Transport:Gas & Fuel,-52.72
2024-03-18,Mod Pizza,Dining & Drinks:Restaurants,-28.92
2024-03-18,Chipotle,Dining & Drinks:Restaurants,-41.84
2024-03-18,Blazing Bagels,Dining & Drinks:Restaurants,-14.29
2024-03-18,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-03-18,QFC Foods,Groceries,-9.48
2024-03-18,Desi Food Plaza Bellevue Wa 03/15,Groceries,-19.82
2024-03-18,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-03-18,Shake Shack,Dining & Drinks:Restaurants,-48.73
2024-03-18,Total Wine And Bellevue Wa 03/16,Dining & Drinks:Bars,-88.37
2024-03-18,Amazon,Shopping:Electronics,-38.52
2024-03-18,PCC Market,Groceries,-14.06
2024-03-19,Deposit Id Number X5399,Personal Income,18461.09
2024-03-19,QFC Foods,Groceries,-6.51
2024-03-19,Total Wine And Bellevue Wa 03/18,Dining & Drinks:Bars,-53.81
2024-03-19,Whole Foods,Groceries,-14.65
2024-03-19,Chamei Matcha Xxx-xxxx9024 Wa 03/19,Uncategorized,-8.75
2024-03-19,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-03-20,T Mobile,Utilities:Phone,-119.99
2024-03-20,Service Fee Xxx-xxx-5465 Tn 03/19,Fees & Charges,-2.5
2024-03-20,Whole Foods,Groceries,-17.03
2024-03-20,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-03-20,Hulu,Entertainment,-8.8
2024-03-20,Us Treas Tax Payment Xxx-xxx-5465 Tn 03/19,Taxes,-315.02
2024-03-21,Amazon,Shopping:Electronics,-16.5
2024-03-21,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-03-21,Chipotle,Dining & Drinks:Restaurants,-11.07
2024-03-22,Teradata,Personal Income:Paycheck,5138.07
2024-03-22,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-03-22,Starbucks,Dining & Drinks:Restaurants,-4.68
2024-03-22,Hmart - Bellevue Bellevue Wa 03/21,Groceries,-17.61
2024-03-25,Saifedean.com Saifedean.com Ma 03/24,Uncategorized,-9.99
2024-03-25,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-03-25,Match.com,Home,-99.05
2024-03-25,Chipotle,Dining & Drinks:Restaurants,-30.88
2024-03-25,Starbucks,Dining & Drinks:Restaurants,-4.68
2024-03-25,Hmart - Bellevue Bellevue Wa 03/23,Groceries,-17.61
2024-03-25,Five Guys,Dining & Drinks:Restaurants,-39.95
2024-03-25,Safeway,Groceries,-26.84
2024-03-25,Starbucks,Dining & Drinks:Restaurants,-4.68
2024-03-25,Amazon,Shopping:Electronics,-25.75
2024-03-25,Chipotle,Dining & Drinks:Restaurants,-21.8
2024-03-25,Mayuri,Dining & Drinks:Restaurants,-18.98
2024-03-25,Blazing Bagels,Dining & Drinks:Restaurants,-13.1
2024-03-25,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-03-26,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-03-26,Whole Foods,Groceries,-14.92
2024-03-27,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-03-27,Spring Deli & Mart Bellevue Wa 03/26,Dining & Drinks:Restaurants,-3.29
2024-03-28,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-03-28,Sp Jimmy Joy Usa Amsterdam 03/28,Dining & Drinks:Restaurants,-76.62
2024-03-28,Mayuri,Dining & Drinks:Restaurants,-19.84
2024-03-28,Starbucks,Dining & Drinks:Restaurants,-4.68
2024-03-28,Desi Food Plaza Bellevue Wa 03/27,Groceries,-16.5
2024-03-28,PCC Market,Groceries,-7.98
2024-03-29,Total Wine And Bellevue Wa 03/29,Dining & Drinks:Bars,-48.61
2024-03-29,QFC Foods,Groceries,-5.91
2024-03-29,WindRiver,Personal Income:Paycheck,3713.67
2024-03-29,Google Domain,Software ,-6.61
2024-03-29,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-04-01,Huel,Dining & Drinks:Restaurants,-250.9
2024-04-01,QFC Foods,Groceries,-3.99
2024-04-01,Amazon,Shopping:Electronics,-5.49
2024-04-01,Linkedin,Home,-264.11
2024-04-01,Chipotle,Dining & Drinks:Restaurants,-20.59
2024-04-01,Uber,Auto & Transport,-13.92
2024-04-01,PCC Market,Groceries,-25.67
2024-04-01,Hmart - Bellevue Bellevue Wa 03/29,Groceries,-41.89
2024-04-01,Jersey Mikes,Dining & Drinks:Restaurants,-45.15
2024-04-01,Starbucks,Dining & Drinks:Restaurants,-4.68
2024-04-01,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-04-01,Bartell Drugs,Health:Pharmacy,-2.41
2024-04-01,QFC Foods,Groceries,-3.99
2024-04-01,Mortgage,Home:Mortgage,-5990.47
2024-04-01,Alimony,Home,-1510.0
2024-04-01,Chipotle,Dining & Drinks:Restaurants,-27.53
2024-04-02,Chatgpt,Work Expenses,-22.02
2024-04-02,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-04-03,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-04-03,AIG Life,Financial:Life Insurance,-102.03
2024-04-04,Starbucks,Dining & Drinks:Restaurants,-4.68
2024-04-04,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-04-04,Applebees,Dining & Drinks:Restaurants,-20.82
2024-04-04,Safeway,Groceries,-24.86
2024-04-04,Desi Food Plaza Bellevue Wa 04/03,Groceries,-11.55
2024-04-05,Teradata,Personal Income:Paycheck,5138.08
2024-04-05,Chipotle,Dining & Drinks:Restaurants,-11.08
2024-04-05,QFC Foods,Groceries,-8.38
2024-04-05,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-04-05,PCC Market,Groceries,-6.61
2024-04-08,Amazon,Shopping:Electronics,-14.31
2024-04-08,Hmart - Bellevue Bellevue Wa 04/05,Groceries,-33.13
2024-04-08,Five Guys,Dining & Drinks:Restaurants,-39.95
2024-04-08,Chipotle,Dining & Drinks:Restaurants,-30.91
2024-04-08,Ihop,Dining & Drinks:Restaurants,-72.57
2024-04-08,Amazon,Shopping:Electronics,-17.61
2024-04-08,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-04-08,Chatgpt,Work Expenses,-22.04
2024-04-08,Jersey Mikes,Dining & Drinks:Restaurants,-35.78
2024-04-09,Desi Food Plaza Bellevue Wa 04/08,Groceries,-31.92
2024-04-09,Mayuri,Dining & Drinks:Restaurants,-15.42
2024-04-09,Total Wine And Bellevue Wa 04/09,Dining & Drinks:Bars,-92.49
2024-04-09,Google Voice,Software ,-10.0
2024-04-09,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-04-09,PCC Market,Groceries,-7.98
2024-04-09,Amli Spring District,Home:Rent,-3080.95
2024-04-10,Starbucks,Dining & Drinks:Restaurants,-4.68
2024-04-10,Elizabeth Cleaning,Cleaning,-90.0
2024-04-10,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-04-11,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-04-12,Gieco,Auto & Transport:Car Insurance,-92.96
2024-04-12,YouTube,Software ,-15.42
2024-04-12,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-04-12,QFC Foods,Groceries,-5.59
2024-04-12,Bellevue Brewery,Dining & Drinks:Restaurants,-137.24
2024-04-13,Wind River,Personal Income:Paycheck,7192.11
2024-04-15,Jersey Mikes,Dining & Drinks:Restaurants,-35.78
2024-04-15,Filson,Shopping,-128.94
2024-04-15,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-04-15,Hungry Bear Mark Bellevue Wa 04/14,Auto & Transport:Gas & Fuel,-52.86
2024-04-15,Chipotle,Dining & Drinks:Restaurants,-30.91
2024-04-15,Uber,Auto & Transport,-11.98
2024-04-15,Uber,Auto & Transport,-11.92
2024-04-15,Bartell Drugs,Health:Pharmacy,-2.41
2024-04-15,Desi Tadka Indian Gri Xxx-xxxx5592 Il 04/15,Dining & Drinks:Restaurants,-25.99
2024-04-15,Relaxing Station,Dining & Drinks:Restaurants,-53.0
2024-04-15,Five Guys,Dining & Drinks:Restaurants,-38.27
2024-04-15,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-04-15,Soylent,Groceries,-175.0
2024-04-15,Hmart - Bellevue Bellevue Wa 04/12,Groceries,-23.21
2024-04-15,PSE,Utilities:Gas & Electric,-21.3
2024-04-16,Netflix,Entertainment,-17.07
2024-04-16,Chipotle,Dining & Drinks:Restaurants,-13.0
2024-04-17,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-04-17,Honest Bellevue Wa 04/16,Dining & Drinks:Restaurants,-14.3
2024-04-17,Comcast,Utilities,-70.0
2024-04-17,Lady M - Bellevue Bellevue Wa 04/16,Groceries,-7.71
2024-04-18,Audible,Shopping:Books,-16.47
2024-04-18,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-04-18,Le Grand Bistro,Dining & Drinks:Restaurants,-81.69
2024-04-18,Desi Tadka Indian Gri Xxx-xxxx5592 Il 04/18,Dining & Drinks:Restaurants,-19.32
2024-04-19,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-04-19,QFC Foods,Groceries,-3.5
2024-04-19,PCC Market,Groceries,-3.99
2024-04-19,Teradata,Personal Income:Paycheck,5138.06
2024-04-19,Safeway,Groceries,-3.29
2024-04-19,Desi Food Plaza Bellevue Wa 04/18,Groceries,-15.42
2024-04-19,Hulu,Entertainment,-8.8
2024-04-22,Vehicle Licensing,Home,-240.25
2024-04-22,Panda Express,Dining & Drinks:Restaurants,-29.78
2024-04-22,Hmart - Bellevue Bellevue Wa 04/19,Groceries,-44.32
2024-04-22,Chipotle,Dining & Drinks:Restaurants,-30.91
2024-04-22,Shake Shack,Dining & Drinks:Restaurants,-48.77
2024-04-22,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-04-22,Amazon,Shopping:Electronics,-16.52
2024-04-22,T Mobile,Utilities:Phone,-70.0
2024-04-22,Amazon,Shopping:Electronics,-12.88
2024-04-22,Starbucks,Dining & Drinks:Restaurants,-6.56
2024-04-23,Superhuman Httpssuperhum Ca 04/22,Education,-30.0
2024-04-23,QFC Foods,Groceries,-6.86
2024-04-23,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-04-24,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-04-24,Clean Email Subscription,Uncategorized,-55.09
2024-04-24,Mayuri,Dining & Drinks:Restaurants,-24.21
2024-04-25,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-04-25,Chipotle,Dining & Drinks:Restaurants,-39.18
2024-04-25,Garlic Crush,Groceries,-10.96
2024-04-25,Chipotle,Dining & Drinks:Restaurants,-11.02
2024-04-25,Hmart - Bellevue Bellevue Wa 04/24,Groceries,-16.52
2024-04-25,Uber,Auto & Transport,-16.92
2024-04-25,Superhuman Httpssuperhum Ca,Education,30.0
2024-04-26,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-04-26,Great State Burger Llc,Dining & Drinks:Restaurants,-16.95
2024-04-26,Gofndme *the Agago Com Dc 04/25,Uncategorized,-28.0
2024-04-26,Great State Burger Llc,Dining & Drinks:Restaurants,-9.07
2024-04-26,Uber,Auto & Transport,-11.9
2024-04-26,Chipotle,Dining & Drinks:Restaurants,-30.91
2024-04-26,QFC Foods,Groceries,-12.75
2024-04-26,Mayuri,Dining & Drinks:Restaurants,-19.26
2024-04-29,Kabab House,Dining & Drinks:Restaurants,-13.2
2024-04-29,Five Guys,Dining & Drinks:Restaurants,-50.04
2024-04-29,Starbucks,Dining & Drinks:Restaurants,-11.64
2024-04-29,Barber Shop,Personal Care:Hair,-44.0
2024-04-29,Uber,Auto & Transport,-1.0
2024-04-29,Uber,Auto & Transport,-12.82
2024-04-29,Jersey Mikes,Dining & Drinks:Restaurants,-35.78
2024-04-29,Starbucks,Dining & Drinks:Restaurants,-4.68
2024-04-29,Panda Express,Dining & Drinks:Restaurants,-43.24
2024-04-29,Chipotle,Dining & Drinks:Restaurants,-20.94
2024-04-29,QFC Foods,Groceries,-3.99
2024-04-29,Google Domain,Software ,-6.61
2024-04-29,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-04-30,Chipotle,Dining & Drinks:Restaurants,-11.02
2024-04-30,WindRiver,Personal Income:Paycheck,7192.13
2024-04-30,PCC Market,Groceries,-17.2
2024-04-30,Amazon,Shopping:Electronics,-5.5
2024-04-30,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-05-01,Alimony,Home,-1510.0
2024-05-01,Mortgage,Home:Mortgage,-5990.47
2024-05-01,Starbucks,Dining & Drinks:Restaurants,-4.68
2024-05-01,Perplexity AI,Software ,-20.0
2024-05-01,Amazon,Shopping:Electronics,-53.95
2024-05-01,Bellevue Brewery,Dining & Drinks:Restaurants,-135.36
2024-05-01,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-05-02,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-05-02,Starbucks,Dining & Drinks:Restaurants,-4.35
2024-05-02,Desi Food Plaza Bellevue Wa 05/01,Groceries,-15.41
2024-05-02,Amazon,Shopping:Electronics,-18.72
2024-05-02,FredMeyer,Groceries,-1.58
2024-05-03,AIG Life,Financial:Life Insurance,-102.03
2024-05-03,Amli Spring District,Home:Rent,-3046.44
2024-05-03,Teradata,Personal Income:Paycheck,5138.26
2024-05-03,Chevron,Auto & Transport:Gas & Fuel,-57.09
2024-05-03,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-05-06,Chipotle,Dining & Drinks:Restaurants,-30.91
2024-05-06,Uber,Auto & Transport,-13.96
2024-05-06,Amazon,Shopping:Electronics,-26.0
2024-05-06,Five Guys,Dining & Drinks:Restaurants,-53.67
2024-05-06,Hmart - Bellevue Bellevue Wa 05/03,Groceries,-18.96
2024-05-06,Uber,Auto & Transport,-13.99
2024-05-06,Uber,Auto & Transport,-1.0
2024-05-06,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-05-06,Starbucks,Dining & Drinks:Restaurants,-4.68
2024-05-06,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-05-06,Belle Pastry,Dining & Drinks:Restaurants,-2.5
2024-05-06,Ihop,Dining & Drinks:Restaurants,-63.2
2024-05-07,Chatgpt,Work Expenses,-22.04
2024-05-07,FredMeyer,Groceries,-30.06
2024-05-07,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-05-08,QFC Foods,Groceries,-3.5
2024-05-08,Zia Lunch,Dining & Drinks,-252.4
2024-05-08,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-05-08,Mayuri,Dining & Drinks:Restaurants,-13.31
2024-05-08,Starbucks,Dining & Drinks:Restaurants,-4.35
2024-05-09,QFC Foods,Groceries,-9.31
2024-05-09,Amazon,Shopping:Electronics,-154.22
2024-05-09,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-05-09,Chipotle,Dining & Drinks:Restaurants,-12.84
2024-05-09,Amazon,Shopping:Electronics,-55.04
2024-05-10,Panda Express,Dining & Drinks:Restaurants,-1.09
2024-05-10,QFC Foods,Groceries,-5.76
2024-05-10,PCC Market,Groceries,-10.28
2024-05-10,Spring Deli & Mart Bellevue Wa 05/09,Dining & Drinks:Restaurants,-5.49
2024-05-11,YouTube,Software ,-15.42
2024-05-13,Chipotle,Dining & Drinks:Restaurants,-34.93
2024-05-13,"Premier Periodontics, Pllc",Health:Dentist,-118.2
2024-05-13,Shake Shack,Dining & Drinks:Restaurants,-53.5
2024-05-13,QFC Foods,Groceries,-4.58
2024-05-13,PCC Market,Groceries,-33.54
2024-05-13,Hmart - Bellevue Bellevue Wa 05/10,Groceries,-38.52
2024-05-13,Amazon,Shopping:Electronics,-33.0
2024-05-13,Gieco,Auto & Transport:Car Insurance,-92.96
2024-05-13,QFC Foods,Groceries,-7.19
2024-05-13,Jersey Mikes,Dining & Drinks:Restaurants,-35.78
2024-05-13,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-05-13,QFC Foods,Groceries,-10.1
2024-05-13,Relaxing Station,Dining & Drinks:Restaurants,-51.0
2024-05-13,Chipotle,Dining & Drinks:Restaurants,-37.25
2024-05-13,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-05-14,Amazon,Shopping:Electronics,-18.72
2024-05-14,Panda Express,Dining & Drinks:Restaurants,-2.64
2024-05-15,Amazon,Shopping:Electronics,-33.05
2024-05-15,Panda Express,Dining & Drinks:Restaurants,-2.42
2024-05-15,PSE,Utilities:Gas & Electric,-26.34
2024-05-15,QFC Foods,Groceries,-7.65
2024-05-15,PCC Market,Groceries,-14.88
2024-05-16,QFC Foods,Groceries,-10.32
2024-05-16,Netflix,Entertainment,-17.07
2024-05-16,Panda Express,Dining & Drinks:Restaurants,-2.64
